,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Faker,17,2,1,5,265,0,7.2,13523,369,20.2,57,7,18,4,4,1.56,0.19,0.11,0.49,16.5,20335,1256,18062,1017,555,25.4,0.19,58.3,0,0,0,0,0,43,-21,166,0,0,3584,3584,1768,0,15640,2628,21,347,11411,0,7,20,1
Gumayusi,17,5,0,4,409,42,11.2,19506,532,29.1,64,17,24,5,5,1.75,0.46,0.14,0.66,18.6,29657,24465,1917,3275,810,37.1,0.25,75.0,0,0,0,0,0,1193,25,-257,0,0,17575,17575,3845,0,7733,0,13,159,9433,0,8,31,1
Keria,13,0,0,8,25,0,0.7,8917,243,13.3,92,74,3,24,24,2.51,2.02,0.66,0.08,26.7,7473,130,6067,1276,204,9.3,0.22,66.7,0,0,0,0,0,330,-4,754,1,0,231,231,4649,156,13943,2896,12,113,12857,0,27,45,1
Zeus,11,2,2,4,121,0,7.2,6184,367,16.7,11,5,1,1,1,0.65,0.3,0.06,0.06,11.5,5326,3647,1358,321,316,13.9,0.36,31.6,1,0,0,0,0,-85,-30,64,1,0,1721,1721,1142,0,10269,0,13,360,10073,22,2,14,1
Oner,10,2,0,11,102,81,6.1,6931,412,18.7,21,6,2,5,5,1.25,0.36,0.3,0.12,21.9,7850,1177,6285,388,466,20.5,0.77,68.4,0,0,0,0,0,237,9,448,0,0,55,55,10418,0,10845,0,36,426,16204,0,6,14,1
Faker,11,5,2,7,134,0,8,7573,450,20.4,23,12,5,4,4,1.37,0.71,0.24,0.3,24.0,9327,1692,5681,1954,554,24.4,0.71,63.2,1,1,0,0,0,152,3,581,0,0,697,697,2668,0,4754,0,12,33,10181,62,4,12,1
Gumayusi,11,10,0,3,179,4,10.6,11977,712,32.3,15,9,2,3,3,0.89,0.53,0.18,0.12,15.6,11287,9868,513,906,671,29.5,0.77,68.4,0,1,0,0,0,3657,43,3,0,0,11083,11083,2378,0,2584,0,6,21,5535,0,6,21,1
Keria,8,0,1,9,23,0,1.4,4470,266,12.0,26,13,2,6,6,1.54,0.77,0.36,0.12,27.1,4432,699,3393,340,263,11.6,0.53,47.4,0,0,0,0,0,281,17,337,0,0,532,532,2010,235,6443,400,11,77,7962,0,9,19,1
Zeus,14,2,1,8,162,0,6.6,9182,377,18.3,44,16,3,8,7,1.8,0.66,0.33,0.12,23.7,7295,1275,6020,0,299,13.4,0.41,50.0,0,0,0,0,0,-297,-9,-452,-1,0,1618,1618,2912,0,12357,2812,19,275,13229,27,10,26,1
Oner,12,5,1,11,127,107,5.2,10240,420,20.5,34,6,6,6,5,1.39,0.25,0.25,0.25,18.3,11404,761,10209,434,468,20.9,0.66,80.0,0,0,0,0,0,888,3,52,0,0,752,752,16292,785,21385,0,60,544,23504,6,7,23,1
Faker,14,4,3,6,161,3,6.6,9237,379,18.4,28,7,5,3,3,1.15,0.29,0.12,0.21,15.1,10275,9216,509,550,421,18.8,0.41,50.0,2,1,0,0,0,450,-8,162,1,0,4462,4462,1249,0,24585,374,29,373,18236,80,4,17,1
Gumayusi,13,9,0,5,243,20,10,13435,551,26.8,26,13,6,6,6,1.07,0.53,0.25,0.25,14.0,19503,16694,2785,24,800,35.7,0.57,70.0,0,2,0,0,0,2816,24,1358,1,0,17505,17505,2693,0,10271,0,13,108,4984,0,7,19,1
Keria,12,0,0,16,12,4,0.5,7975,327,15.9,54,40,2,11,11,2.21,1.64,0.45,0.08,29.0,6146,995,5151,0,252,11.3,0.66,80.0,0,0,0,0,0,898,-27,181,0,0,3340,3340,1009,382,3464,4007,23,235,6201,0,13,26,1
Zeus,17,6,5,10,193,4,5.8,13286,397,20.2,45,14,11,10,10,1.34,0.42,0.3,0.33,13.6,9474,6861,1666,947,283,11.8,0.48,57.1,1,1,0,0,0,69,7,883,1,0,3584,3584,2125,0,47477,182,17,432,29401,163,12,37,1
Oner,16,7,2,11,205,143,6.1,14073,420,21.4,121,43,37,7,7,3.61,1.28,0.21,1.11,36.4,18580,16213,770,1597,555,23.1,0.54,64.3,1,0,0,0,0,-1579,-24,-491,0,1,1752,1752,14371,0,17788,0,10,268,24361,43,8,28,1
Faker,16,5,7,17,180,0,5.4,12378,370,18.8,27,7,5,3,3,0.81,0.21,0.09,0.15,8.1,19881,1694,17719,468,594,24.7,0.66,78.6,1,1,0,0,0,-1556,5,613,1,0,479,479,4317,0,58692,0,76,597,26593,187,3,20,1
Gumayusi,15,9,7,10,312,26,9.3,16566,495,25.2,38,15,12,4,4,1.13,0.45,0.12,0.36,11.4,27867,24436,2096,1335,832,34.6,0.57,67.9,0,1,1,0,0,-2082,-24,-2026,-2,0,11303,11303,1204,0,13833,0,7,208,12297,193,6,26,1
Keria,14,1,2,21,19,2,0.6,9532,285,14.5,101,65,9,18,16,3.02,1.94,0.54,0.27,30.4,4705,1167,3475,63,141,5.8,0.66,78.6,0,0,0,0,0,-1093,-17,-258,0,0,1360,1360,2410,827,5772,6639,20,271,9683,40,21,38,1
Zeus,16,3,4,4,212,1,6.1,11220,322,18.7,32,17,2,14,12,0.92,0.49,0.4,0.06,11.2,13378,8137,5097,144,384,15.7,0.2,50.0,1,0,0,0,0,1066,6,920,1,0,1050,1050,5323,0,75241,0,28,1366,37815,138,15,37,0
Oner,15,5,6,4,209,170,6,12930,371,21.5,60,23,12,11,10,1.72,0.66,0.32,0.34,21.1,14273,11498,1990,785,410,16.8,0.26,64.3,1,1,0,0,0,390,13,833,1,0,346,346,20203,0,46138,397,14,644,41027,217,12,26,0
Faker,16,1,3,7,287,0,8.2,12493,358,20.8,34,8,10,6,5,0.98,0.23,0.17,0.29,11.9,16744,571,11093,5080,480,19.7,0.23,57.1,0,0,0,0,0,935,15,774,1,0,5104,5104,6543,276,16815,0,32,100,19410,136,8,29,0
Gumayusi,16,4,2,2,350,38,10,15548,446,25.9,56,14,19,6,5,1.61,0.4,0.17,0.55,19.6,34012,32006,1376,630,976,40.0,0.17,42.9,0,0,1,0,0,-292,-9,-82,0,0,2433,2433,3336,0,16204,0,18,172,10821,51,8,22,0
Keria,13,1,4,9,35,0,1,7820,224,13.0,103,74,10,21,19,2.96,2.12,0.6,0.29,36.1,6654,500,6154,0,191,7.8,0.29,71.4,0,0,0,0,0,105,16,-112,0,0,183,183,1356,559,23128,3207,32,176,19295,105,24,42,0
Zeus,14,0,2,8,144,4,5.1,8401,296,16.2,30,8,4,3,3,1.06,0.28,0.11,0.14,15.7,9355,6743,2610,2,329,13.0,0.28,66.7,0,0,0,0,0,-1078,-28,-894,0,0,1065,1065,2638,0,35394,0,26,466,21487,53,4,17,1
Oner,13,2,2,7,155,136,5.5,10846,382,20.9,39,9,8,7,7,1.37,0.32,0.25,0.28,20.4,10363,8794,837,732,365,14.4,0.32,75.0,0,0,0,0,0,-32,3,-73,0,1,5823,5823,11320,0,26801,0,14,106,22273,42,8,26,1
Faker,15,4,1,5,204,0,7.2,10643,375,20.5,22,7,4,1,1,0.77,0.25,0.04,0.14,11.5,14928,380,14478,70,525,20.8,0.32,75.0,0,0,0,0,0,-1152,-8,-598,-1,0,4480,4480,2413,206,4699,0,16,53,8865,27,3,19,1
Gumayusi,14,6,3,3,292,33,10.3,15112,532,29.1,32,12,11,6,5,1.13,0.42,0.21,0.39,16.8,30420,25603,167,4650,1071,42.4,0.32,75.0,1,0,0,0,0,1381,-4,-1034,-1,0,14146,14146,4269,0,7450,0,18,193,13314,84,7,22,1
Keria,12,0,1,7,32,0,1.1,6953,245,13.4,68,47,3,14,14,2.39,1.65,0.49,0.11,35.6,6661,171,5781,709,234,9.3,0.25,58.3,0,0,0,0,0,300,2,452,1,0,1273,1273,4616,472,18077,1607,16,116,15739,34,16,30,1
Zeus,17,1,7,7,283,12,7.6,13024,348,21.0,45,15,7,8,7,1.2,0.4,0.21,0.19,13.6,22263,2272,19991,0,594,33.6,0.21,88.9,0,0,0,0,0,713,23,42,0,0,3688,3688,2733,0,16567,0,23,69,23683,245,9,24,0
Oner,15,3,5,1,222,181,5.9,12157,324,19.6,89,12,22,12,10,2.38,0.32,0.32,0.59,27.0,9729,8148,933,648,260,14.7,0.11,44.4,0,0,0,0,0,-205,9,-341,0,0,169,169,18053,0,28041,0,12,151,35255,108,12,32,0
